,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
903,192.168.4.118-203.73.24.75-4546-80-6,192.168.4.118,4546,203.73.24.75,80,6,12/06/2010 08:37:16 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
905,192.168.4.118-203.73.24.75-4547-80-6,192.168.4.118,4547,203.73.24.75,80,6,12/06/2010 08:37:16 AM,518538,6,11,116.0,11485.0,116.0,0.0,19.333333333333336,47.35680169380811,1460.0,0.0,1044.090909090909,673.0557858818918,22372.516575448662,32.78448252587081,32408.625000000004,80652.61069539741,247455.0,162.0,286228.0,57245.6,115604.33977277842,263939.0,162.0,518538.0,51853.79999999999,98722.06659303684,247845.0,3326.0,0,0,0,0,120,236,11.570993832660283,21.213488693210518,0.0,1460.0,644.4999999999999,729.9490916978993,532825.6764705883,0,1,0,0,0,0,0,0,1.0,682.4117647058823,19.33333333333333,1044.090909090909,0,0,0,0,0,0,6,116,11,11485,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
906,192.168.4.118-203.73.24.75-4547-80-6,192.168.4.118,4547,203.73.24.75,80,6,12/06/2010 08:37:16 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16255,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
907,192.168.4.118-203.73.24.75-4548-80-6,192.168.4.118,4548,203.73.24.75,80,6,12/06/2010 08:37:16 AM,1253134,9,19,116.0,20931.0,116.0,0.0,12.888888888888893,38.66666666666666,1460.0,0.0,1101.6315789473683,624.7324058726011,16795.490346602997,22.34397917541141,46412.37037037036,90557.89504856426,250940.0,7.0,1014069.0,126758.625,120962.67632850047,265598.0,198.0,1253134.0,69618.55555555556,108738.62372530381,251593.0,7.0,0,0,0,0,180,396,7.181993306382239,15.161985869029168,0.0,1460.0,725.7586206896553,727.5667694039404,529353.4039408867,0,1,0,0,0,0,0,0,2.0,751.6785714285713,12.888888888888893,1101.6315789473683,0,0,0,0,0,0,9,116,19,20931,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
908,192.168.4.118-203.73.24.75-4548-80-6,192.168.4.118,4548,203.73.24.75,80,6,12/06/2010 08:37:17 AM,492,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6097.560975609756,246.0,339.4112549695428,486.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,4065.040650406504,2032.520325203252,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
909,192.168.1.103-208.113.162.153-1730-80-6,192.168.1.103,1730,208.113.162.153,80,6,12/06/2010 08:35:40 AM,98502400,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020304073809369112,98502400.0,0.0,98502400.0,98502400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.010152036904684556,0.010152036904684556,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17279,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
910,192.168.1.103-208.113.162.153-1731-80-6,192.168.1.103,1731,208.113.162.153,80,6,12/06/2010 08:35:39 AM,99163378,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02016873608319394,99163378.0,0.0,99163378.0,99163378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.01008436804159697,0.01008436804159697,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16496,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
911,192.168.4.118-203.73.24.75-4549-80-6,192.168.4.118,4549,203.73.24.75,80,6,12/06/2010 08:37:17 AM,970444,6,13,116.0,13537.0,116.0,0.0,19.333333333333336,47.35680169380811,1460.0,0.0,1041.3076923076924,661.1748866746458,14068.81798434531,19.578667084344893,53913.555555555555,97885.29242538234,237677.0,162.0,732239.0,146447.8,129789.38028860453,250087.0,162.0,970444.0,80870.33333333331,112117.28162252347,239103.0,289.0,0,0,0,0,120,276,6.182736974003652,13.395930110341244,0.0,1460.0,682.65,726.7535798257028,528170.7657894738,0,1,0,0,0,0,0,0,2.0,718.578947368421,19.33333333333333,1041.3076923076924,0,0,0,0,0,0,6,116,13,13537,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
912,192.168.4.118-203.73.24.75-4549-80-6,192.168.4.118,4549,203.73.24.75,80,6,12/06/2010 08:37:18 AM,257,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11673.151750972762,128.5,173.24116139070415,251.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,7782.101167315174,3891.050583657587,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
914,192.168.4.118-203.73.24.75-4550-80-6,192.168.4.118,4550,203.73.24.75,80,6,12/06/2010 08:37:18 AM,490519,2,5,92.0,958.0,92.0,0.0,46.0,65.05382386916237,958.0,0.0,191.6,428.43062448895967,2140.589865020519,14.270599100136796,81753.16666666666,124426.13176245039,250144.0,7.0,142.0,142.0,0.0,142.0,142.0,490519.0,122629.75,138539.74525113724,250586.0,7.0,0,0,0,0,40,116,4.0773140286105125,10.19328507152628,0.0,958.0,131.25,335.6051038263359,112630.78571428572,0,1,0,0,0,0,0,0,2.0,150.0,46.0,191.6,0,0,0,0,0,0,2,92,5,958,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
916,192.168.4.118-203.73.24.75-4551-80-6,192.168.4.118,4551,203.73.24.75,80,6,12/06/2010 08:37:19 AM,509307,5,10,118.0,9947.0,118.0,0.0,23.6,52.771204268995035,1460.0,0.0,994.7,691.5592768037552,19762.147388510268,29.451784483621864,36379.07142857142,82477.16179316577,230991.0,179.0,272115.0,68028.75,127071.33272660935,258564.0,188.0,509307.0,56589.66666666666,98954.84389103953,231358.0,3257.0,0,0,0,0,100,216,9.817261494540624,19.634522989081248,0.0,1460.0,629.0624999999999,724.8438423780209,525398.5958333333,0,1,0,0,0,0,0,0,2.0,671.0,23.6,994.7,0,0,0,0,0,0,5,118,10,9947,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
917,192.168.4.118-203.73.24.75-4551-80-6,192.168.4.118,4551,203.73.24.75,80,6,12/06/2010 08:37:19 AM,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285714.2857142857,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,142857.14285714287,142857.14285714287,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
919,192.168.4.118-203.73.24.75-4552-80-6,192.168.4.118,4552,203.73.24.75,80,6,12/06/2010 08:37:19 AM,986414,7,14,118.0,14736.0,118.0,0.0,16.857142857142858,44.599807815088816,1460.0,0.0,1052.5714285714287,669.3167255648698,15058.585948699023,21.289235554239898,49320.70000000001,95676.02801070527,244951.0,7.0,750963.0,125160.5,130937.92483272367,259256.0,224.0,986414.0,75878.00000000001,111555.4763858174,245581.0,7.0,0,0,0,0,140,296,7.096411851413301,14.192823702826605,0.0,1460.0,675.1818181818181,734.1749263702911,539012.8225108224,0,1,0,0,0,0,0,0,2.0,707.3333333333335,16.857142857142858,1052.5714285714287,0,0,0,0,0,0,7,118,14,14736,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
920,192.168.4.118-203.73.24.75-4552-80-6,192.168.4.118,4552,203.73.24.75,80,6,12/06/2010 08:37:20 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
921,192.168.4.118-203.73.24.75-4553-80-6,192.168.4.118,4553,203.73.24.75,80,6,12/06/2010 08:37:20 AM,979233,6,12,118.0,12360.0,118.0,0.0,19.666666666666664,48.17329827473584,1460.0,0.0,1030.0,659.5039458149242,12742.626116562657,18.381733458737603,57601.94117647057,100851.9502243701,238536.0,179.0,744162.0,148832.4,131854.9482662672,254934.0,179.0,979233.0,89021.18181818182,115518.13505317525,239853.0,1056.0,0,0,0,0,120,256,6.127244486245867,12.254488972491734,0.0,1460.0,656.736842105263,720.1219682267769,518575.649122807,0,1,0,0,0,0,0,0,2.0,693.2222222222223,19.666666666666668,1030.0,0,0,0,0,0,0,6,118,12,12360,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
922,192.168.4.118-203.73.24.75-4553-80-6,192.168.4.118,4553,203.73.24.75,80,6,12/06/2010 08:37:21 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
923,192.168.1.103-97.74.144.108-1722-80-6,192.168.1.103,1722,97.74.144.108,80,6,12/06/2010 08:35:59 AM,83116136,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024062716293741085,83116136.0,0.0,83116136.0,83116136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.012031358146870542,0.012031358146870542,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17104,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
924,192.168.1.103-97.74.144.108-1725-80-6,192.168.1.103,1725,97.74.144.108,80,6,12/06/2010 08:35:51 AM,91117838,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02194959893583076,91117838.0,0.0,91117838.0,91117838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.01097479946791538,0.01097479946791538,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
925,192.168.4.118-203.73.24.75-4554-80-6,192.168.4.118,4554,203.73.24.75,80,6,12/06/2010 08:37:21 AM,1048116,6,13,118.0,13569.0,118.0,0.0,19.666666666666664,48.17329827473584,1460.0,0.0,1043.7692307692307,658.6309226780141,13058.669078613435,18.127764484083823,58228.66666666668,97902.5494999402,238091.0,161.0,810058.0,162011.6,148475.62685437634,326937.0,161.0,1048116.0,87343.00000000001,110330.91608512012,239354.0,318.0,0,0,0,0,120,276,5.7245572055001555,12.403207278583665,0.0,1460.0,684.3499999999998,726.0443132046707,527140.3447368421,0,1,0,0,0,0,0,0,2.0,720.3684210526317,19.666666666666668,1043.7692307692307,0,0,0,0,0,0,6,118,13,13569,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
926,192.168.4.118-203.73.24.75-4554-80-6,192.168.4.118,4554,203.73.24.75,80,6,12/06/2010 08:37:22 AM,499,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6012.024048096193,249.5,344.3610024378486,493.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,4008.016032064129,2004.008016032064,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
927,192.168.1.103-208.113.162.153-1730-80-6,192.168.1.103,1730,208.113.162.153,80,6,12/06/2010 08:37:20 AM,2953018,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677273216756552,2953018.0,0.0,2953018.0,2953018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.338636608378276,0.338636608378276,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17279,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
929,192.168.4.118-203.73.24.75-4555-80-6,192.168.4.118,4555,203.73.24.75,80,6,12/06/2010 08:37:22 AM,520258,6,11,118.0,11033.0,118.0,0.0,19.666666666666664,48.17329827473584,1460.0,0.0,1003.0,672.0171128773434,21433.596407936064,32.67609532193642,32516.125,78486.42921242287,234712.0,152.0,288660.0,57732.0,116553.39301581914,266125.0,162.0,520258.0,52025.8,95716.22281375989,235087.0,1418.0,0,0,0,0,120,236,11.532739525389323,21.143355796547095,0.0,1460.0,619.4999999999999,714.8857786182268,511061.6764705882,0,1,0,0,0,0,0,0,1.0,655.9411764705882,19.666666666666668,1003.0,0,0,0,0,0,0,6,118,11,11033,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
930,192.168.4.118-203.73.24.75-4555-80-6,192.168.4.118,4555,203.73.24.75,80,6,12/06/2010 08:37:23 AM,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285714.2857142857,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,142857.14285714287,142857.14285714287,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16707,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
931,192.168.4.118-203.73.24.75-4556-80-6,192.168.4.118,4556,203.73.24.75,80,6,12/06/2010 08:37:23 AM,511579,5,9,118.0,8293.0,118.0,0.0,23.6,52.771204268995035,1460.0,0.0,921.4444444444445,707.3286207822908,16441.25345254594,27.366252328574863,39352.230769230766,88577.48187994682,245116.0,224.0,265067.0,66266.75,123505.22417391904,251451.0,224.0,511579.0,63947.37499999999,108124.74622257584,245116.0,2335.0,0,0,0,0,100,196,9.773661545919596,17.592590782655265,0.0,1460.0,560.7333333333332,704.1532368400935,495831.7809523809,0,1,0,0,0,0,0,0,1.0,600.7857142857142,23.6,921.4444444444445,0,0,0,0,0,0,5,118,9,8293,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
932,192.168.4.118-203.73.24.75-4556-80-6,192.168.4.118,4556,203.73.24.75,80,6,12/06/2010 08:37:23 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16527,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
933,192.168.1.103-208.113.162.153-1731-80-6,192.168.1.103,1731,208.113.162.153,80,6,12/06/2010 08:37:20 AM,3609225,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5541355831238008,3609225.0,0.0,3609225.0,3609225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.2770677915619004,0.2770677915619004,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16496,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
935,192.168.4.118-203.73.24.75-4557-80-6,192.168.4.118,4557,203.73.24.75,80,6,12/06/2010 08:37:23 AM,971667,6,13,118.0,13411.0,118.0,0.0,19.666666666666664,48.17329827473584,1460.0,0.0,1031.6153846153843,672.2379958592961,13923.494365868142,19.554024166715553,53981.5,98172.60610676542,238344.0,176.0,732247.0,146449.4,129761.52488815784,249095.0,178.0,971667.0,80972.24999999999,112470.97007682793,239602.0,176.0,0,0,0,0,120,276,6.174955000015437,13.379069166700114,0.0,1460.0,676.4499999999998,729.8187572411748,532635.4184210526,0,1,0,0,0,0,0,0,2.0,712.0526315789474,19.666666666666668,1031.6153846153843,0,0,0,0,0,0,6,118,13,13411,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
936,192.168.4.118-203.73.24.75-4557-80-6,192.168.4.118,4557,203.73.24.75,80,6,12/06/2010 08:37:24 AM,295,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10169.491525423728,147.5,150.61374439273462,254.0,41.0,41.0,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,6779.6610169491505,3389.8305084745757,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
937,192.168.1.103-97.74.144.108-1722-80-6,192.168.1.103,1722,97.74.144.108,80,6,12/06/2010 08:37:23 AM,1859292,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075678268932475,1859292.0,0.0,1859292.0,1859292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.5378391344662377,0.5378391344662377,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17104,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
939,192.168.4.118-203.73.24.75-4558-80-6,192.168.4.118,4558,203.73.24.75,80,6,12/06/2010 08:37:24 AM,973865,7,13,118.0,14153.0,118.0,0.0,16.857142857142858,44.599807815088816,1460.0,0.0,1088.6923076923076,632.6074855463148,14653.981814727915,20.536727369809984,51256.05263157895,96165.95491040687,237036.0,161.0,741717.0,123619.5,129089.47516935685,249324.0,161.0,973865.0,81155.41666666666,112319.78351236768,238355.0,2602.0,0,0,0,0,140,276,7.187854579433495,13.34887279037649,0.0,1460.0,679.5714285714282,725.4767102690872,526316.4571428571,0,1,0,0,0,0,0,0,1.0,713.55,16.857142857142858,1088.6923076923076,0,0,0,0,0,0,7,118,13,14153,-1,5840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
940,192.168.4.118-203.73.24.75-4558-80-6,192.168.4.118,4558,203.73.24.75,80,6,12/06/2010 08:37:25 AM,39,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51282.05128205128,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,25641.02564102564,25641.02564102564,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16507,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
941,192.168.1.103-69.192.24.88-1729-80-6,192.168.1.103,1729,69.192.24.88,80,6,12/06/2010 08:35:34 AM,111265640,461,809,2460.0,1130338.0,82.0,0.0,5.336225596529284,16.909020298705627,1460.0,0.0,1397.203955500618,263.6219806791647,10181.022640951873,11.414125690554604,87679.77935382187,2807554.4268947984,100006318.0,6.0,111235239.0,241815.73695652172,4662434.074747198,100006318.0,134.0,11258078.0,13933.264851485144,67579.07958840893,1602712.0,6.0,0,0,0,0,9516,16196,4.143237750665884,7.270887939888719,0.0,1460.0,891.265145554682,702.0707333893422,492903.3146818489,0,1,0,0,0,0,0,0,1.0,891.9669291338582,5.336225596529284,1397.203955500618,0,0,0,0,0,0,461,2460,809,1130338,-1,5840,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
942,192.168.1.103-69.192.24.88-1735-80-6,192.168.1.103,1735,69.192.24.88,80,6,12/06/2010 08:35:36 AM,109185055,93,162,464.0,223718.0,58.0,0.0,4.989247311827954,16.351103289231848,1460.0,0.0,1380.9753086419755,293.5053291995526,2053.229720862438,2.335484467173644,429862.4212598425,6486189.916567192,103355704.0,171.0,109122210.0,1186110.9782608696,10773092.6012685,103355704.0,171.0,5817907.0,36136.068322981366,233657.4117464532,2905557.0,314.0,0,0,0,0,1860,3256,0.8517649233221525,1.4837195438514914,0.0,1460.0,875.7109374999999,704.4027441166861,496183.22591911757,0,1,0,0,0,0,0,0,1.0,879.1450980392157,4.989247311827957,1380.975308641975,0,0,0,0,0,0,93,464,162,223718,-1,5840,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
946,192.168.1.103-97.74.144.108-1725-80-6,192.168.1.103,1725,97.74.144.108,80,6,12/06/2010 08:37:24 AM,3499861,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714512662074294,3499861.0,0.0,3499861.0,3499861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.2857256331037147,0.2857256331037147,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,17520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
953,192.168.4.118-203.73.24.75-4559-80-6,192.168.4.118,4559,203.73.24.75,80,6,12/06/2010 08:37:25 AM,5470473,2,5,92.0,958.0,92.0,0.0,46.0,65.05382386916237,958.0,0.0,191.6,428.43062448895967,191.9395269842297,1.2795968465615313,911745.5,2010126.8646058885,5008410.0,7.0,141.0,141.0,0.0,141.0,141.0,5470473.0,1367618.25,2429636.7055477486,5008410.0,7.0,0,0,0,0,40,116,0.3655990990175804,0.9139977475439508,0.0,958.0,131.25,335.6051038263359,112630.78571428572,0,1,0,0,0,0,0,0,2.0,150.0,46.0,191.6,0,0,0,0,0,0,2,92,5,958,-1,5840,1,0,462056.0,0.0,462056.0,462056.0,5008410.0,0.0,5008410.0,5008410.0,ddos
954,192.168.4.118-203.73.24.75-4559-80-6,192.168.4.118,4559,203.73.24.75,80,6,12/06/2010 08:37:31 AM,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333333.33333333326,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166666.66666666663,166666.66666666663,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16562,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
